name,code
Pangwali,pgg
Pagi,pgi
Rerep,pgk
Primitive Irish,pgl
Paelignian,pgn
Pangseng,pgs
Pagu,pgu
Papua New Guinean Sign Language,pgz
Pa-Hng,pha
Phudagi,phd
Phuong,phg
Phukha,phh
Phake,phk
Palula,phl
Phalura,phl
Phimbi,phm
Phoenician,phn
Phunoi,pho
Phana',phq
Pahari-Potwari,phr
Phu Thai,pht
Phuan,phu
Pahlavani,phv
Phangduwali,phw
Pima Bajo,pia
Yine,pib
Pinji,pic
Piaroa,pid
Piro,pie
Pingelapese,pif
Pisabo,pig
Pitcairn-Norfolk,pih
Pini,pii
Pijao,pij
Yom,pil
Powhatan,pim
Piame,pin
Piapoco,pio
Pero,pip
Piratapuyo,pir
Pijin,pis
Pitta Pitta,pit
Pintupi-Luritja,piu
Pileni,piv
Vaeakau-Taumako,piv
Pimbwe,piw
Piu,pix
Piya-Kwonci,piy
Pije,piz
Pitjantjatjara,pjt
Ardhamāgadhī Prākrit,pka
Kipfokomo,pkb
Pokomo,pkb
Paekche,pkc
Pak-Tong,pkg
Pankhu,pkh
Pakanha,pkn
Pökoot,pko
Pukapuka,pkp
Attapady Kurumba,pkr
Pakistan Sign Language,pks
Maleng,pkt
Paku,pku
Miani,pla
Polonombauk,plb
Central Palawano,plc
Polari,pld
Palu'e,ple
Pilagá,plg
Paulohi,plh
Pali,pli
Polci,plj
Kohistani Shina,plk
Shwe Palaung,pll
Palenquero,pln
Oluta Popoluca,plo
Palaic,plq
Palaka Senoufo,plr
San Marcos Tlacoyalco Popoloca,pls
San Marcos Tlalcoyalco Popoloca,pls
Plateau Malagasy,plt
Palikúr,plu
Southwest Palawano,plv
Brooke's Point Palawano,plw
Bolyu,ply
Paluan,plz
Paama,pma
Pambia,pmb
Pallanganmiddang,pmd
Pwaamei,pme
Pamona,pmf
Māhārāṣṭri Prākrit,pmh
Northern Pumi,pmi
Southern Pumi,pmj
Pamlico,pmk
Lingua Franca,pml
Pomo,pmm
Pam,pmn
Pom,pmo
Northern Pame,pmq
Paynamar,pmr
Piemontese,pms
Tuamotuan,pmt
Plains Miwok,pmw
Poumei Naga,pmx
Papuan Malay,pmy
Southern Pame,pmz
Punan Bah-Biau,pna
Western Panjabi,pnb
Pannei,pnc
Mpinda,pnd
Western Penan,pne
Pangu,png
Pongu,png
Penrhyn,pnh
Aoheng,pni
Pinjarup,pnj
Paunaka,pnk
Paleni,pnl
Punan Batu 1,pnm
Pinai-Hagahai,pnn
Panobo,pno
Pancana,pnp
Pana (Burkina Faso),pnq
Panim,pnr
Ponosakan,pns
Pontic,pnt
Jiongnai Bunu,pnu
Pinigura,pnv
Banyjima,pnw
Panytyima,pnw
Phong-Kniang,pnx
Pinyin,pny
Pana (Central African Republic),pnz
Poqomam,poc
San Juan Atzingo Popoloca,poe
Poke,pof
Potiguára,pog
Poqomchi',poh
Highland Popoluca,poi
Pokangá,pok
Polish,pol
Southeastern Pomo,pom
Pohnpeian,pon
Central Pomo,poo
Pwapwâ,pop
Texistepec Popoluca,poq
Portuguese,por
Sayula Popoluca,pos
Potawatomi,pot
Upper Guinea Crioulo,pov
San Felipe Otlaltepec Popoloca,pow
Polabian,pox
Pogolo,poy
Papi,ppe
Paipai,ppi
Uma,ppk
Nicarao,ppl
Pipil,ppl
Papuma,ppm
Papapana,ppn
Folopa,ppo
Pelende,ppp
Pei,ppq
San Luís Temalacayuca Popoloca,pps
Pare,ppt
Papora,ppu
Pa'a,pqa
Malecite-Passamaquoddy,pqm
Parachi,prc
Parsi-Dari,prd
Principense,pre
Paranan,prf
Prussian,prg
Porohanon,prh
Paicî,pri
Parauk,prk
Peruvian Sign Language,prl
Kibiri,prm
Prasuni,prn
Old Occitan (to 1500),pro
Old Provençal (to 1500),pro
Parsi,prp
Ashéninka Perené,prq
Puri,prr
Afghan Persian,prs
Dari,prs
Phai,prt
Puragi,pru
Parawen,prw
Purik,prx
Providencia Sign Language,prz
Asue Awyu,psa
Persian Sign Language,psc
Plains Indian Sign Language,psd
Central Malay,pse
Penang Sign Language,psg
Southwest Pashai,psh
Southwest Pashayi,psh
Southeast Pashai,psi
Southeast Pashayi,psi
Puerto Rican Sign Language,psl
Pauserna,psm
Panasuan,psn
Polish Sign Language,pso
Philippine Sign Language,psp
Pasi,psq
Portuguese Sign Language,psr
Kaulong,pss
Central Pashto,pst
Sauraseni Prākrit,psu
Port Sandwich,psw
Piscataway,psy
Pai Tavytera,pta
Pataxó Hã-Ha-Hãe,pth
Pindiini,pti
Wangkatha,pti
Patani,ptn
Zo'é,pto
Patep,ptp
Pattapu,ptq
Piamatsina,ptr
Enrekang,ptt
Bambam,ptu
Port Vato,ptv
Pentlatch,ptw
Pathiya,pty
Western Highland Purepecha,pua
Purum,pub
Punan Merap,puc
Punan Aput,pud
Puelche,pue
Punan Merah,puf
Phuie,pug
Puinave,pui
Punan Tubu,puj
Puma,pum
Puoc,puo
Pulabu,pup
Puquina,puq
Puruborá,pur
Pushto,pus
Pashto,pus
Putoh,put
Punu,puu
Puluwatese,puw
Puare,pux
Purisimeño,puy
Pawaia,pwa
Panawa,pwb
Gapapaiwa,pwg
Patwin,pwi
Molbog,pwm
Paiwan,pwn
Pwo Western Karen,pwo
Powari,pwr
Pwo Northern Karen,pww
Quetzaltepec Mixe,pxm
Pye Krumen,pye
Fyam,pym
Poyanáwa,pyn
Lengua de Señas del Paraguay,pys
Paraguayan Sign Language,pys
Puyuma,pyu
Pyu (Myanmar),pyx
Pyen,pyy
Para Naga,pzn
Quapaw,qua
Huallaga Huánuco Quechua,qub
K'iche',quc
Quiché,quc
Calderón Highland Quichua,qud
Quechua,que
Lambayeque Quechua,quf
Chimborazo Highland Quichua,qug
South Bolivian Quechua,quh
Quileute,qui
Chachapoyas Quechua,quk
North Bolivian Quechua,qul
Sipacapense,qum
Quinault,qun
Southern Pastaza Quechua,qup
Quinqui,quq
Yanahuanca Pasco Quechua,qur
Santiago del Estero Quichua,qus
Sacapulteco,quv
Tena Lowland Quichua,quw
Yauyos Quechua,qux
Ayacucho Quechua,quy
Cusco Quechua,quz
Ambo-Pasco Quechua,qva
Cajamarca Quechua,qvc
Eastern Apurímac Quechua,qve
Huamalíes-Dos de Mayo Huánuco Quechua,qvh
Imbabura Highland Quichua,qvi
Loja Highland Quichua,qvj
Cajatambo North Lima Quechua,qvl
Margos-Yarowilca-Lauricocha Quechua,qvm
North Junín Quechua,qvn
Napo Lowland Quechua,qvo
Pacaraos Quechua,qvp
San Martín Quechua,qvs
Huaylla Wanca Quechua,qvw
Queyu,qvy
Northern Pastaza Quichua,qvz
Corongo Ancash Quechua,qwa
Classical Quechua,qwc
Huaylas Ancash Quechua,qwh
Kuman (Russia),qwm
Sihuas Ancash Quechua,qws
Kwalhioqua-Tlatskanai,qwt
Chiquián Ancash Quechua,qxa
Chincha Quechua,qxc
Panao Huánuco Quechua,qxh
Salasaca Highland Quichua,qxl
Northern Conchucos Ancash Quechua,qxn
Southern Conchucos Ancash Quechua,qxo
Puno Quechua,qxp
Qashqa'i,qxq
Cañar Highland Quichua,qxr
Southern Qiang,qxs
Santa Ana de Tusi Pasco Quechua,qxt
Arequipa-La Unión Quechua,qxu
Jauja Wanca Quechua,qxw
Quenya,qya
Quiripi,qyp
Dungmali,raa
Camling,rab
Rasawa,rac
Rade,rad
Western Meohang,raf
Logooli,rag
Lulogooli,rag
Rabha,rah
Ramoaaina,rai
Rajasthani,raj
Tulu-Bohuai,rak
Ralte,ral
Canela,ram
Riantana,ran
Rao,rao
Rapanui,rap
Saam,raq
Cook Islands Maori,rar
Rarotongan,rar
Tegali,ras
Razajerdi,rat
Raute,rau
Sampang,rav
Rawang,raw
Rang,rax
Rapa,ray
Rahambuu,raz
Rumai Palaung,rbb
Northern Bontok,rbk
Miraya Bikol,rbl
Barababaraba,rbp
Réunion Creole French,rcf
Rudbari,rdb
Rerau,rea
Rembong,reb
Rejang Kayan,ree
Kara (Tanzania),reg
Reli,rei
Rejang,rej
Rendille,rel
Remo,rem
Rengao,ren
Rer Bare,rer
Reshe,res
Retta,ret
Reyesano,rey
Roria,rga
Romano-Greek,rge
Rangkas,rgk
Romagnol,rgn
Resígaro,rgr
Southern Roglai,rgs
Ringgou,rgu
Rohingya,rhg
Yahang,rhp
Riang (India),ria
Tarifit,rif
Riang (Myanmar),ril
Riang Lang,ril
Nyaturu,rim
Nungu,rin
Ribun,rir
Ritharrngu,rit
Riung,riu
Rajong,rjg
Raji,rji
Rajbanshi,rjs
Kraol,rka
Rikbaktsa,rkb
Rakahanga-Manihiki,rkh
Rakhine,rki
Marka,rkm
Kamta,rkt
Rangpuri,rkt
Arakwal,rkw
Rama,rma
Rembarrnga,rmb
Carpathian Romani,rmc
Traveller Danish,rmd
Angloromani,rme
Kalo Finnish Romani,rmf
Traveller Norwegian,rmg
Murkim,rmh
Lomavren,rmi
Romkun,rmk
Baltic Romani,rml
Roma,rmm
Balkan Romani,rmn
Sinte Romani,rmo
Rempi,rmp
Caló,rmq
Romanian Sign Language,rms
Domari,rmt
Tavringer Romani,rmu
Romanova,rmv
Welsh Romani,rmw
Romam,rmx
Vlax Romani,rmy
Marma,rmz
Ruund,rnd
Ronga,rng
Ranglong,rnl
Roon,rnn
Rongpo,rnp
Nari Nari,rnr
Rungwa,rnw
Tae',rob
Cacgia Roglai,roc
Rogo,rod
Ronji,roe
Rombo,rof
Northern Roglai,rog
Romansh,roh
Romblomanon,rol
Romany,rom
Romanian,ron
Moldavian,ron
Moldovan,ron
Rotokas,roo
Kriol,rop
Rongga,ror
Runga,rou
Dela-Oenale,row
Repanbitip,rpn
Rapting,rpt
Ririo,rri
Waima,rro
Arritinngithigh,rrt
Romano-Serbian,rsb
Russian Sign Language,rsl
Miriwoong Sign Language,rsm
Rungtu Chin,rtc
Ratahan,rth
Rotuman,rtm
Yurats,rts
Rathawi,rtw
Gungu,rub
Ruuli,ruc
Rusyn,rue
Luguru,ruf
Roviana,rug
Ruga,ruh
Rufiji,rui
Che,ruk
Rundi,run
Istro Romanian,ruo
Aromanian,rup
Arumanian,rup
Macedo-Romanian,rup
Megleno Romanian,ruq
Russian,rus
Rutul,rut
Lanas Lobu,ruu
Mala (Nigeria),ruy
Ruma,ruz
Rawo,rwa
Rwa,rwk
Ruwila,rwl
Amba (Uganda),rwm
Rawa,rwo
Marwari (India),rwr
Ngardi,rxd
Garuwali,rxw
Karuwali,rxw
Northern Amami-Oshima,ryn
Yaeyama,rys
Central Okinawan,ryu
Rāziḥī,rzh
Saba,saa
Buglere,sab
Meskwaki,sac
Sandawe,sad
Sabanê,sae
Safaliba,saf
Sango,sag
Yakut,sah
Sahu,saj
Sake,sak
Samaritan Aramaic,sam
Sanskrit,san
Sause,sao
Samburu,saq
Saraveca,sar
Sasak,sas
Santali,sat
Saleman,sau
Saafi-Saafi,sav
Sawi,saw
Sa,sax
Saya,say
Saurashtra,saz
Ngambay,sba
Simbo,sbb
Kele (Papua New Guinea),sbc
Southern Samo,sbd
Saliba,sbe
Chabu,sbf
Shabo,sbf
Seget,sbg
Sori-Harengan,sbh
Seti,sbi
Surbakhal,sbj
Safwa,sbk
Botolan Sambal,sbl
Sagala,sbm
Sindhi Bhil,sbn
Sabüm,sbo
Sangu (Tanzania),sbp
Sileibi,sbq
Sembakung Murut,sbr
Subiya,sbs
Kimki,sbt
Stod Bhoti,sbu
Sabine,sbv
Simba,sbw
Seberuang,sbx
Soli,sby
Sara Kaba,sbz
Chut,scb
Dongxiang,sce
San Miguel Creole French,scf
Sanggau,scg
Sakachep,sch
Sri Lankan Creole Malay,sci
Sadri,sck
Shina,scl
Sicilian,scn
Scots,sco
Helambu Sherpa,scp
Hyolmo,scp
Sa'och,scq
North Slavey,scs
Southern Katang,sct
Shumcho,scu
Sheni,scv
Sha,scw
Sicel,scx
Toraja-Sa'dan,sda
Shabak,sdb
Sassarese Sardinian,sdc
Surubu,sde
Sarli,sdf
Savi,sdg
Southern Kurdish,sdh
Suundi,sdj
Sos Kundi,sdk
Saudi Arabian Sign Language,sdl
Gallurese Sardinian,sdn
Bukar-Sadung Bidayuh,sdo
Sherdukpen,sdp
Semandang,sdq
Oraon Sadri,sdr
Sened,sds
Shuadit,sdt
Sarudu,sdu
Sibu Melanau,sdx
Sallands,sdz
Semai,sea
Shempire Senoufo,seb
Sechelt,sec
Sedang,sed
Seneca,see
Cebaara Senoufo,sef
Segeju,seg
Sena,seh
Seri,sei
Sene,sej
Sekani,sek
Selkup,sel
Nanerigé Sénoufo,sen
Suarmin,seo
Sìcìté Sénoufo,sep
Senara Sénoufo,seq
Serrano,ser
Koyraboro Senni Songhai,ses
Sentani,set
Serui-Laut,seu
Nyarafolo Senoufo,sev
Sewa Bay,sew
Secoya,sey
Senthang Chin,sez
French Belgian Sign Language,sfb
Langue des signes de Belgique Francophone,sfb
Eastern Subanen,sfe
Small Flowery Miao,sfm
South African Sign Language,sfs
Sehwi,sfw
Old Irish (to 900),sga
Mag-antsi Ayta,sgb
Kipsigis,sgc
Surigaonon,sgd
Segai,sge
Swiss-German Sign Language,sgg
Shughni,sgh
Suga,sgi
Surgujia,sgj
Sangkong,sgk
Singa,sgm
Singpho,sgp
Sangisari,sgr
Samogitian,sgs
Brokpake,sgt
Salas,sgu
Sebat Bet Gurage,sgw
Sierra Leone Sign Language,sgx
Sanglechi,sgy
Sursurunga,sgz
Shall-Zwall,sha
Ninam,shb
Sonde,shc
Kundal Shahi,shd
Sheko,she
Shua,shg
Shoshoni,shh
Tachelhit,shi
Shatt,shj
Shilluk,shk
Shendu,shl
Shahrudi,shm
Shan,shn
Shanga,sho
Shipibo-Conibo,shp
Sala,shq
Shi,shr
Shuswap,shs
Shasta,sht
Chadian Arabic,shu
Shehri,shv
Shwai,shw
She,shx
Tachawit,shy
Syenara Senoufo,shz
Akkala Sami,sia
Sebop,sib
Sidamo,sid
Simaa,sie
Siamou,sif
Paasaal,sig
Sîshëë,sih
Zire,sih
Shom Peng,sii
Numbami,sij
Sikiana,sik
Tumulung Sisaala,sil
Mende (Papua New Guinea),sim
Sinhala,sin
Sinhalese,sin
Sikkimese,sip
Sonia,siq
Siri,sir
Siuslaw,sis
Sinagen,siu
Sumariup,siv
Siwai,siw
Sumau,six
Sivandi,siy
Siwi,siz
Epena,sja
Sajau Basap,sjb
Kildin Sami,sjd
Pite Sami,sje
Assangori,sjg
Kemi Sami,sjk
Miji,sjl
Sajalong,sjl
Mapun,sjm
Sindarin,sjn
Xibe,sjo
Surjapuri,sjp
Siar-Lak,sjr
Senhaja De Srair,sjs
Ter Sami,sjt
Ume Sami,sju
Shawnee,sjw
Skagit,ska
Saek,skb
Ma Manda,skc
Southern Sierra Miwok,skd
Seke (Vanuatu),ske
Sakirabiá,skf
Sakalava Malagasy,skg
Sikule,skh
Sika,ski
Seke (Nepal),skj
Kutong,skm
Kolibugan Subanon,skn
Seko Tengah,sko
Sekapan,skp
Sininkere,skq
Saraiki,skr
Seraiki,skr
Maia,sks
Sakata,skt
Sakao,sku
Skou,skv
Skepi Creole Dutch,skw
Seko Padang,skx
Sikaiana,sky
Sekar,skz
Sáliba,slc
Sissala,sld
Sholaga,sle
Swiss-Italian Sign Language,slf
Selungai Murut,slg
Southern Puget Sound Salish,slh
Lower Silesian,sli
Salumá,slj
Slovak,slk
Salt-Yui,sll
Pangutaran Sama,slm
Salinan,sln
Lamaholot,slp
Salchuq,slq
Salar,slr
Singapore Sign Language,sls
Sila,slt
Selaru,slu
Slovenian,slv
Sialum,slw
Salampasu,slx
Selayar,sly
Ma'ya,slz
Southern Sami,sma
Simbari,smb
Som,smc
Sama,smd
Northern Sami,sme
Auwe,smf
Simbali,smg
Samei,smh
Lule Sami,smj
Bolinao,smk
Central Sama,sml
Musasa,smm
Inari Sami,smn
Samoan,smo
Samaritan,smp
Samo,smq
Simeulue,smr
Skolt Sami,sms
Simte,smt
Somray,smu
Samvedi,smv
Sumbawa,smw
Samba,smx
Semnani,smy
Simeku,smz
Shona,sna
Sebuyau,snb
Sinaugoro,snc
Sindhi,snd
Bau Bidayuh,sne
Noon,snf
Sanga (Democratic Republic of Congo),sng
Sensi,sni
Riverain Sango,snj
Soninke,snk
Sangil,snl
Southern Ma'di,snm
Siona,snn
Snohomish,sno
Siane,snp
Sangu (Gabon),snq
Sihan,snr
Nahavaq,sns
South West Bay,sns
Senggi,snu
Viid,snu
Sa'ban,snv
Selee,snw
Sam,snx
Saniyo-Hiyewe,sny
Kou,snz
Thai Song,soa
Sobei,sob
So (Democratic Republic of Congo),soc
Songoora,sod
Songomeno,soe
Sogdian,sog
Aka,soh
Sonha,soi
Soi,soj
Sokoro,sok
Solos,sol
Somali,som
Songo,soo
Songe,sop
Kanasi,soq
Somrai,sor
Seeku,sos
Southern Sotho,sot
Southern Thai,sou
Sonsorol,sov
Sowanda,sow
Swo,sox
Miyobe,soy
Temi,soz
Spanish,spa
Castilian,spa
Sepa (Indonesia),spb
Sapé,spc
Saep,spd
Sepa (Papua New Guinea),spe
Sian,spg
Saponi,spi
Sengo,spk
Selepet,spl
Akukem,spm
Sanapaná,spn
Spokane,spo
Supyire Senoufo,spp
Loreto-Ucayali Spanish,spq
Saparua,spr
Saposa,sps
Spiti Bhoti,spt
Sapuan,spu
Kosli,spv
Sambalpuri,spv
South Picene,spx
Sabaot,spy
Shama-Sambuga,sqa
Shau,sqh
Albanian,sqi
Albanian Sign Language,sqk
Suma,sqm
Susquehannock,sqn
Sorkhei,sqo
Sou,sqq
Siculo Arabic,sqr
Sri Lankan Sign Language,sqs
Soqotri,sqt
Squamish,squ
Kufr Qassem Sign Language (KQSL),sqx
Saruga,sra
Sora,srb
Logudorese Sardinian,src
Sardinian,srd
Sara,sre
Nafi,srf
Sulod,srg
Sarikoli,srh
Siriano,sri
Serudung Murut,srk
Isirawa,srl
Saramaccan,srm
Sranan Tongo,srn
Campidanese Sardinian,sro
Serbian,srp
Sirionó,srq
Serer,srr
Sarsi,srs
Sauri,srt
Suruí,sru
Southern Sorsoganon,srv
Serua,srw
Sirmauri,srx
Sera,sry
Shahmirzadi,srz
Southern Sama,ssb
Suba-Simbiti,ssc
Siroi,ssd
Balangingi,sse
Bangingih Sama,sse
Thao,ssf
Seimat,ssg
Shihhi Arabic,ssh
Sansi,ssi
Sausi,ssj
Sunam,ssk
Western Sisaala,ssl
Semnam,ssm
Waata,ssn
Sissano,sso
Spanish Sign Language,ssp
So'a,ssq
Swiss-French Sign Language,ssr
Sô,sss
Sinasina,sst
Susuami,ssu
Shark Bay,ssv
Swati,ssw
Samberigi,ssx
Saho,ssy
Sengseng,ssz
Settla,sta
Northern Subanen,stb
Sentinel,std
Liana-Seti,ste
Seta,stf
Trieng,stg
Shelta,sth
Bulo Stieng,sti
Matya Samo,stj
Arammba,stk
Stellingwerfs,stl
Setaman,stm
Owa,stn
Stoney,sto
Southeastern Tepehuan,stp
Saterfriesisch,stq
Straits Salish,str
Shumashti,sts
Budeh Stieng,stt
Samtao,stu
Silt'e,stv
Satawalese,stw
Siberian Tatar,sty
Sulka,sua
Suku,sub
Western Subanon,suc
Suena,sue
Suganga,sug
Suki,sui
Shubi,suj
Sukuma,suk
Sundanese,sun
Bouni,suo
Suri,suq
Tirmaga-Chai Suri,suq
Mwaghavul,sur
Susu,sus
Subtiaba,sut
Puroik,suv
Sumbwa,suw
Sumerian,sux
Suyá,suy
Sunwar,suz
Svan,sva
Ulau-Suain,svb
Vincentian Creole English,svc
Serili,sve
Slovakian Sign Language,svk
Slavomolisano,svm
Savosavo,svs
Skalvian,svx
Swahili,swa
Swahili (macrolanguage),swa
Maore Comorian,swb
Congo Swahili,swc
Swedish,swe
Sere,swf
Swabian,swg
Kiswahili,swh
Swahili (individual language),swh
Sui,swi
Sira,swj
Malawi Sena,swk
Swedish Sign Language,swl
Samosa,swm
Sawknah,swn
Shanenawa,swo
Suau,swp
Sharwa,swq
Saweru,swr
Seluwasan,sws
Sawila,swt
Suwawa,swu
Shekhawati,swv
Sowa,sww
Suruahá,swx
Sarua,swy
Suba,sxb
Sicanian,sxc
Sighu,sxe
Shixing,sxg
Shuhi,sxg
Southern Kalapuya,sxk
Selian,sxl
Samre,sxm
Sangir,sxn
Sorothaptic,sxo
Saaroa,sxr
Sasaru,sxs
Upper Saxon,sxu
Saxwe Gbe,sxw
Siang,sya
Central Subanen,syb
Classical Syriac,syc
Seki,syi
Sukur,syk
Sylheti,syl
Maya Samo,sym
Senaya,syn
Suoy,syo
Syriac,syr
Sinyar,sys
Kagate,syw
Samay,syx
Al-Sayyid Bedouin Sign Language,syy
Semelai,sza
Ngalum,szb
Semaq Beri,szc
Seru,szd
Seze,sze
Sengele,szg
Silesian,szl
Sula,szn
Suabo,szp
Solomon Islands Sign Language,szs
Isu (Fako Division),szv
Sawai,szw
Sakizaya,szy
Lower Tanana,taa
Tabassaran,tab
Lowland Tarahumara,tac
Tause,tad
Tariana,tae
Tapirapé,taf
Tagoi,tag
Tahitian,tah
Eastern Tamang,taj
Tala,tak
Tal,tal
Tamil,tam
Tangale,tan
Yami,tao
Taabwa,tap
Tamasheq,taq
Central Tarahumara,tar
Tay Boi,tas
Tatar,tat
Upper Tanana,tau
Tatuyo,tav
Tai,taw
Tamki,tax
Atayal,tay
Tocho,taz
Aikanã,tba
Takia,tbc
Kaki Ae,tbd
Tanimbili,tbe
Mandara,tbf
North Tairora,tbg
Dharawal,tbh
Thurawal,tbh
Gaam,tbi
Tiang,tbj
Calamian Tagbanwa,tbk
Tboli,tbl
Tagbu,tbm
Barro Negro Tunebo,tbn
Tawala,tbo
Diebroud,tbp
Taworta,tbp
Tumtum,tbr
Tanguat,tbs
Tembo (Kitembo),tbt
Tubar,tbu
Tobo,tbv
Tagbanwa,tbw
Kapin,tbx
Tabaru,tby
Ditammari,tbz
Ticuna,tca
Tanacross,tcb
Datooga,tcc
Tafi,tcd
Southern Tutchone,tce
Malinaltepec Me'phaa,tcf
Malinaltepec Tlapanec,tcf
Tamagario,tcg
Turks And Caicos Creole English,tch
Wára,tci
Tchitchege,tck
Taman (Myanmar),tcl
Tanahmerah,tcm
Tichurong,tcn
Taungyo,tco
Tawr Chin,tcp
Kaiy,tcq
Torres Strait Creole,tcs
Yumplatok,tcs
T'en,tct
Southeastern Tarahumara,tcu
Tecpatlán Totonac,tcw
Toda,tcx
Tulu,tcy
Thado Chin,tcz
Tagdal,tda
Panchpargania,tdb
Emberá-Tadó,tdc
Tai Nüa,tdd
Tiranige Diga Dogon,tde
Talieng,tdf
Western Tamang,tdg
Thulung,tdh
Tomadino,tdi
Tajio,tdj
Tambas,tdk
Sur,tdl
Taruma,tdm
Tondano,tdn
Teme,tdo
Tita,tdq
Todrah,tdr
Doutai,tds
Tetun Dili,tdt
Toro,tdv
Tandroy-Mahafaly Malagasy,tdx
Tadyawan,tdy
Temiar,tea
Tetete,teb
Terik,tec
Tepo Krumen,ted
Huehuetla Tepehua,tee
Teressa,tef
Teke-Tege,teg
Tehuelche,teh
Torricelli,tei
Ibali Teke,tek
Telugu,tel
Timne,tem
Tama (Colombia),ten
Teso,teo
Tepecano,tep
Temein,teq
Tereno,ter
Tengger,tes
Tetum,tet
Soo,teu
Teor,tev
Tewa (USA),tew
Tennet,tex
Tulishi,tey
Tetserret,tez
Tofin Gbe,tfi
Tanaina,tfn
Tefaro,tfo
Teribe,tfr
Ternate,tft
Sagalla,tga
Tobilung,tgb
Tigak,tgc
Ciwogai,tgd
Eastern Gorkha Tamang,tge
Chalikha,tgf
Tobagonian Creole English,tgh
Lawunuia,tgi
Tagin,tgj
Tajik,tgk
Tagalog,tgl
Tandaganon,tgn
Sudest,tgo
Tangoa,tgp
Tring,tgq
Tareng,tgr
Nume,tgs
Central Tagbanwa,tgt
Tanggu,tgu
Tingui-Boto,tgv
Tagwana Senoufo,tgw
Tagish,tgx
Togoyo,tgy
Tagalaka,tgz
Thai,tha
Kuuk Thaayorre,thd
Thayore,thd
Chitwania Tharu,the
Thangmi,thf
Northern Tarahumara,thh
Tai Long,thi
Kitharaka,thk
Tharaka,thk
Dangaura Tharu,thl
Aheu,thm
Thachanadan,thn
Thompson,thp
Kochila Tharu,thq
Rana Tharu,thr
Thakali,ths
Tahltan,tht
Thuri,thu
Tahaggart Tamahaq,thv
Tha,thy
Tayart Tamajeq,thz
Tidikelt Tamazight,tia
Tira,tic
Tifal,tif
Tigre,tig
Timugon Murut,tih
Tiene,tii
Tilung,tij
Tikar,tik
Tillamook,til
Timbe,tim
Tindi,tin
Teop,tio
Trimuris,tip
Tiéfo,tiq
Tigrinya,tir
Masadiit Itneg,tis
Tinigua,tit
Adasen,tiu
Tiv,tiv
Tiwi,tiw
Southern Tiwa,tix
Tiruray,tiy
Tai Hongjin,tiz
Tajuasohn,tja
Tunjung,tjg
Northern Tujia,tji
Tjungundji,tjj
Tai Laing,tjl
Timucua,tjm
Tonjon,tjn
Temacine Tamazight,tjo
Tjupany,tjp
Southern Tujia,tjs
Tjurruru,tju
Djabwurrung,tjw
Truká,tka
Buksa,tkb
Tukudede,tkd
Takwane,tke
Tukumanféd,tkf
Tesaka Malagasy,tkg
Tokelau,tkl
Takelma,tkm
Toku-No-Shima,tkn
Tikopia,tkp
Tee,tkq
Tsakhur,tkr
Takestani,tks
Kathoriya Tharu,tkt
Upper Necaxa Totonac,tku
Mur Pano,tkv
Teanu,tkw
Tangko,tkx
Takua,tkz
Southwestern Tepehuan,tla
Tobelo,tlb
Yecuatla Totonac,tlc
Talaud,tld
Telefol,tlf
Tofanma,tlg
Klingon,tlh
tlhIngan Hol,tlh
Tlingit,tli
Talinga-Bwisi,tlj
Taloki,tlk
Tetela,tll
Tolomako,tlm
Talondo',tln
Talodi,tlo
Filomena Mata-Coahuitlán Totonac,tlp
Tai Loi,tlq
Talise,tlr
Tambotalo,tls
Sou Nama,tlt
Teluti,tlt
Tulehu,tlu
Taliabu,tlv
Khehek,tlx
Talysh,tly
Tama (Chad),tma
Avava,tmb
Katbol,tmb
Tumak,tmc
Haruai,tmd
Tremembé,tme
Toba-Maskoy,tmf
Ternateño,tmg
Tamashek,tmh
Tutuba,tmi
Samarokena,tmj
Northwestern Tamang,tmk
Tamnim Citak,tml
Tai Thanh,tmm
Taman (Indonesia),tmn
Temoq,tmo
Tumleo,tmq
Jewish Babylonian Aramaic (ca. 200-1200 CE),tmr
Tima,tms
Tasmate,tmt
Iau,tmu
Tembo (Motembo),tmv
Temuan,tmw
Tami,tmy
Tamanaku,tmz
Tacana,tna
Western Tunebo,tnb
Tanimuca-Retuarã,tnc
Angosturas Tunebo,tnd
Tobanga,tng
Maiani,tnh
Tandia,tni
Kwamera,tnk
Lenakel,tnl
Tabla,tnm
North Tanna,tnn
Toromono,tno
Whitesands,tnp
Taino,tnq
Ménik,tnr
Tenis,tns
Tontemboan,tnt
Tay Khang,tnu
Tangchangya,tnv
Tonsawang,tnw
Tanema,tnx
Tongwe,tny
Ten'edn,tnz
Toba,tob
Coyutla Totonac,toc
Toma,tod
Gizrra,tof
Tonga (Nyasa),tog
Gitonga,toh
Tonga (Zambia),toi
Tojolabal,toj
Tolowa,tol
Tombulu,tom
Tonga (Tonga Islands),ton
Xicotepec De Juárez Totonac,too
Papantla Totonac,top
Toposa,toq
Togbo-Vara Banda,tor
Highland Totonac,tos
Tho,tou
Upper Taromi,tov
Jemez,tow
Tobian,tox
Topoiyo,toy
To,toz
Taupota,tpa
Azoyú Me'phaa,tpc
Azoyú Tlapanec,tpc
Tippera,tpe
Tarpia,tpf
Kula,tpg
Tok Pisin,tpi
Tapieté,tpj
Tupinikin,tpk
Tlacoapa Me'phaa,tpl
Tlacoapa Tlapanec,tpl
Tampulma,tpm
Tupinambá,tpn
